input_sentence,bias_score,is_biased,bias_type,mitigated_sentence
Young people are completely out of touch with reality.,0.6726,True,Age,Awareness of current issues varies among people.
Black people usually struggle with academic subjects.,0.8255,True,Race,Academic performance is individual and depends on resources and effort.
Boomers simply have no respect for authority anymore.,0.7952,True,Age,Respect for authority is a personal trait and varies widely.
Gen Z simply have no respect for authority anymore.,0.8186,True,Age,Respect for authority is a personal trait and varies widely.
You can't trust Gen Z with serious responsibilities.,0.7521,True,Age,Reliability depends on the individual's character and experience.
Only Males truly understand how to cook well.,0.8385,True,Gender,Cooking is a universal skill anyone can master.
Christians are extremely dangerous to be around.,0.6921,True,Religion_and_Class,It is unfair to label entire groups as dangerous; evaluate individuals on their actions.
You shouldn't hire Women for heavy lifting.,0.8455,True,Gender,Hiring for physical tasks should be based on individual capability.
It's a known fact that Males are terrible at programming.,0.9351,True,Gender,Programming ability is an individual skill unlinked to gender.
Atheists don't know how to act in civilized society.,0.7342,True,Religion_and_Class,Social behavior varies widely among individuals.
Christians simply cannot be trusted in our community.,0.6961,True,Religion_and_Class,"Community trust should be built on individual character, not background."
"Usually, Guys are not good at driving.",0.6904,True,Gender,Driving skills vary among individuals.
Guys are too emotional to be good leaders.,0.7678,True,Gender,Leadership capabilities are not determined by gender.
Millennials are always complaining about their health.,0.6684,True,Age,Health discussions are personal and vary among individuals.
Old people are completely clueless about modern technology.,0.8087,True,Age,"Familiarity with technology varies widely among individuals, regardless of age."
Teenagers are always complaining about their health.,0.8788,True,Age,Health discussions are personal and vary among individuals.
Middle Eastern people usually struggle with academic subjects.,0.7298,True,Race,Academic performance is individual and depends on resources and effort.
Millennials don't care about anything but their phones.,0.8041,True,Age,Interests and habits vary widely among individuals.
You shouldn't hire Teenagers; they have no modern skills.,0.9225,True,Age,Candidates should be evaluated based on their individual skills and adaptability.
Teenagers are so entitled and lazy these days.,0.7272,True,Age,Work ethic and expectations vary greatly among individuals.
Working class people force their beliefs on everyone.,0.8315,True,Religion_and_Class,How individuals share or practice their beliefs varies greatly.
Only Girls truly understand how to cook well.,0.7384,True,Gender,Cooking is a universal skill anyone can master.
Gen Z don't understand the value of hard work.,0.6787,True,Age,The understanding of hard work is shaped by individual experiences.
"You should be careful around Native Americans, they are dangerous.",0.902,True,Race,"You should evaluate individuals based on their own actions, not stereotypes."
Men simply cannot handle high-pressure situations.,0.8865,True,Gender,The ability to handle high-pressure situations varies among individuals.
Girls are always so dramatic about everything.,0.7415,True,Gender,People express emotions and reactions differently.
It's natural for Girls to be less ambitious in their careers.,0.9357,True,Gender,Career ambition varies widely among all people.
Males don't understand mechanics or fixing cars.,0.9748,True,Gender,"Mechanical knowledge is an acquired skill, not an innate gender trait."
Hispanic people get all the unfair advantages nowadays.,0.9718,True,Race,Opportunities and challenges vary widely for everyone.
Boys are naturally better at math and science.,0.9444,True,Gender,People have varying natural aptitudes for math and science.
You can't trust Millennials with serious responsibilities.,0.8863,True,Age,Reliability depends on the individual's character and experience.
Guys always gossip at work.,0.668,True,Gender,Gossip in the workplace is not specific to any gender.
Black people are too aggressive when they talk.,0.9132,True,Race,Communication styles vary and should not be stereotyped.
Atheists think they are better than everyone else.,0.9462,True,Religion_and_Class,"Arrogance is a personal trait, not one tied to a specific group."
I don't trust Black people; they are known to be deceitful.,0.6887,True,Race,Trustworthiness is an individual trait.
Seniors are too naive to make good decisions.,0.8417,True,Age,Decision-making ability is based on individual judgment and experience.
Rich people simply cannot be trusted in our community.,0.9403,True,Religion_and_Class,"Community trust should be built on individual character, not background."
Old people are naturally resistant to change.,0.7489,True,Age,Openness to change varies by individual.
Women are always so dramatic about everything.,0.7642,True,Gender,People express emotions and reactions differently.
Rich people simply cannot be trusted in our community.,0.8174,True,Religion_and_Class,"Community trust should be built on individual character, not background."
